iter	Logloss
350	0.2529805209
351	0.2529348344
352	0.2528525863
353	0.2527954951
354	0.2527618824
355	0.2527272209
356	0.2526939741
357	0.2526579239
358	0.2525995679
359	0.2525374039
360	0.2524761846
361	0.2524354642
362	0.2523567279
363	0.2522928294
364	0.2522296843
365	0.252136621
366	0.2520761216
367	0.2519986783
368	0.251938688
369	0.2518418114
370	0.2518051529
371	0.251767637
372	0.2517056595
373	0.2516417966
374	0.2515918906
375	0.2515559761
376	0.2514830746
377	0.2513927631
378	0.2513092163
379	0.251263422
380	0.2511811167
381	0.2510983444
382	0.251020137
383	0.2509739988
384	0.2509319742
385	0.2508633834
386	0.2508249962
387	0.2507622795
388	0.2507181221
389	0.2506502506
390	0.2505877463
391	0.2505600161
392	0.2504646247
393	0.2503992656
394	0.2503355563
395	0.250275857
396	0.2502143088
397	0.2501717793
398	0.2501404884
399	0.2501028056
400	0.250071595
401	0.2500003986
402	0.2499354282
403	0.2498838428
404	0.2498149237
405	0.2497652301
406	0.2497020461
407	0.2496709405
408	0.2496237981
409	0.2495395323
410	0.2494923254
411	0.2494699114
412	0.2493739201
413	0.2493274321
414	0.2492859054
415	0.2492317872
416	0.2491797309
417	0.249129042
418	0.24905242
419	0.2490081762
420	0.2489784167
421	0.248875931
422	0.2488305995
423	0.2487863322
424	0.2487091499
425	0.2486627162
426	0.2485910693
427	0.248528959
428	0.2484694496
429	0.2484129513
430	0.2483770638
431	0.2482911885
432	0.2482463254
433	0.2482152794
434	0.2481726798
435	0.2481083576
436	0.2480083246
437	0.2479256903
438	0.247888534
439	0.2478656391
440	0.2478252386
441	0.2477788396
442	0.2477106584
443	0.2476742654
444	0.2476581347
445	0.2476171547
446	0.2475627848
447	0.2475246526
448	0.2474741009
449	0.2474252254
450	0.2473581203
451	0.2473131271
452	0.2472413394
453	0.2472075152
454	0.2471492015
455	0.2471138921
456	0.2470483997
457	0.24700679
458	0.2469711541
459	0.2469145366
460	0.2468665914
461	0.2468278982
462	0.2467741036
463	0.2467368172
464	0.2466340845
465	0.2465877774
466	0.2465587513
467	0.2465138452
468	0.2464685139
469	0.2463840099
470	0.2463385138
471	0.2462848746
472	0.2462192543
473	0.2461761406
474	0.2461494913
475	0.2461046485
476	0.2460657643
477	0.2460356244
478	0.2459913919
479	0.2459589503
480	0.245880501
481	0.2458156153
482	0.2457687382
483	0.2456819592
484	0.2456350761
485	0.2455900273
486	0.2455594305
487	0.245525452
488	0.2455004114
489	0.2454578894
490	0.2454192229
491	0.2454009948
492	0.2453846822
493	0.2453030312
494	0.2452562565
495	0.2452038886
496	0.2451817134
497	0.2451181461
498	0.2450504034
499	0.2450014918
500	0.2449428393
501	0.2449072353
502	0.2448538336
503	0.2448107658
504	0.2447657099
505	0.2447070485
506	0.2446289131
507	0.2445813992
508	0.2445114162
509	0.2444680756
510	0.2444252036
511	0.2444107709
512	0.2443444731
513	0.244289419
514	0.2442398687
515	0.2441933864
516	0.2441508952
517	0.2440632925
518	0.2439997198
519	0.2439654921
520	0.2438891768
521	0.2438400372
522	0.2438031435
523	0.2437647992
524	0.2437104621
525	0.2436311852
526	0.2435878538
527	0.243521775
528	0.2434661043
529	0.2434064778
530	0.2433496864
531	0.2432856658
532	0.2432425645
533	0.2431855529
534	0.2431515827
535	0.2431072128
536	0.2430913649
537	0.2430601735
538	0.2429951175
539	0.2429287302
540	0.2428998094
541	0.2428676198
542	0.2428253392
543	0.2427732297
544	0.2427303242
545	0.2426858071
546	0.2426342556
547	0.2426099552
548	0.2425651477
549	0.2424992735
550	0.2424548577
551	0.2423950505
552	0.2423574486
553	0.2423202469
554	0.2422790785
555	0.2422577712
556	0.2421960891
557	0.2421543123
558	0.2421213408
559	0.242067043
560	0.2420289281
561	0.2419966319
562	0.2419232654
563	0.2419179148
564	0.2418647542
565	0.2418321686
566	0.2417733437
567	0.2417463491
568	0.2417135161
569	0.2416750217
570	0.241611948
571	0.241579916
572	0.2415436227
573	0.2414962001
574	0.2414676542
575	0.2414134065
576	0.2413895636
577	0.2413245125
578	0.2412724881
579	0.2411884759
580	0.2411156004
581	0.2410545447
582	0.241017612
583	0.2409758189
584	0.2409196566
585	0.2408677192
586	0.2408248359
587	0.2407752252
588	0.2407095839
589	0.2406760174
590	0.2406286575
591	0.2405791422
592	0.24052595
593	0.2404781264
594	0.2404525582
595	0.2404177499
596	0.2403707346
597	0.2403119135
598	0.2402728627
599	0.2402292763
600	0.240196009
601	0.2401540507
602	0.2400867585
603	0.2400629947
604	0.2400264542
605	0.2399640059
606	0.2399341829
607	0.2398911348
608	0.239853319
609	0.2398239039
610	0.2397663054
611	0.23970999
612	0.2396277204
613	0.2395834449
614	0.2395642257
615	0.2395309848
616	0.2395002334
617	0.2394565976
618	0.2393878752
619	0.2393474607
620	0.2393199744
621	0.2392867004
622	0.2392649581
623	0.2392228029
624	0.2391482493
625	0.2391152644
626	0.2390638797
627	0.2390131306
628	0.2389655542
629	0.2389281447
630	0.2388985098
631	0.2388668578
632	0.2388347609
633	0.2388027641
634	0.2387635253
635	0.2387268669
636	0.2386557621
637	0.2386192013
638	0.2385757168
639	0.2385297317
640	0.2384934463
641	0.2384601218
642	0.2384148778
643	0.238348012
644	0.2382726988
645	0.2382328257
646	0.2381897826
647	0.2381098659
648	0.2380765361
649	0.238048772
650	0.2380281073
651	0.2379610327
652	0.2379245676
653	0.2378836599
654	0.237843823
655	0.2378136023
656	0.2377822416
657	0.2377082329
658	0.2376711976
659	0.2376442434
660	0.2376042655
661	0.2375688185
662	0.2375216397
663	0.2375027353
664	0.2374532303
665	0.2374228562
666	0.237382748
667	0.2373566059
668	0.2373156744
669	0.2372765705
670	0.2372094903
671	0.2371638287
672	0.2371112045
673	0.2370810806
674	0.237049211
675	0.237011943
676	0.2369655193
677	0.236907938
678	0.2368589051
679	0.2368205861
680	0.2367929904
681	0.2367608481
682	0.2367311266
683	0.2366994735
684	0.2366694774
685	0.2366129655
686	0.2366045628
687	0.2365623927
688	0.2365225818
689	0.2364722626
690	0.2364413489
691	0.2364037285
692	0.2363610381
693	0.2363228077
694	0.2362961291
695	0.2362644839
696	0.2362232034
697	0.2361954206
698	0.2361840422
699	0.2361268502
700	0.2360909721
701	0.2360534249
702	0.2360162779
703	0.2359662491
704	0.2359034991
705	0.2358459546
706	0.2357881015
707	0.2357425861
708	0.2357013035
709	0.2356508255
710	0.2356224229
711	0.2355843944
712	0.2355575492
713	0.2355142792
714	0.235471626
715	0.2353993876
716	0.2353580138
717	0.2353256014
718	0.2352675376
719	0.235207039
720	0.2351661885
721	0.2351199621
722	0.2351034624
723	0.2350567548
724	0.235046448
725	0.2349984982
726	0.234945977
727	0.2348994466
728	0.2348609213
729	0.2348124685
730	0.2347625217
731	0.2347160864
732	0.2346866799
733	0.2346497869
734	0.2346204955
735	0.2345917811
736	0.2345706122
737	0.2345391258
738	0.234501716
739	0.2344593916
740	0.2344304374
741	0.2343831787
742	0.2343373228
743	0.2342994951
744	0.2342321953
745	0.2341970729
746	0.2341393248
747	0.2341086413
748	0.234078829
749	0.2340366372
750	0.2339893642
751	0.233959064
752	0.2339187327
753	0.2338972396
754	0.2338178863
755	0.2337429121
756	0.2337276232
757	0.2336829672
758	0.2336466472
759	0.2336084667
760	0.2335729957
761	0.2335275831
762	0.2334738565
763	0.2334404814
764	0.2334120269
765	0.2333710294
766	0.2333262967
767	0.233259201
768	0.2332256407
769	0.2331764823
770	0.2331499526
771	0.2331060119
772	0.233047243
773	0.2330206085
774	0.2329769971
775	0.2329447575
776	0.2329028145
777	0.2328651845
778	0.2328078901
779	0.2327610642
780	0.2327237504
781	0.2326509525
782	0.232615155
783	0.2325805117
784	0.2325541304
785	0.2324962132
786	0.2324563933
787	0.2324242904
788	0.2323863743
789	0.2322952732
790	0.2322688254
791	0.2322388965
792	0.2322057174
793	0.2321681962
794	0.232103259
795	0.2320679997
796	0.2320359268
797	0.2320087284
798	0.2319756959
799	0.2319269228
800	0.2318878188
801	0.2318702897
802	0.2318467958
803	0.2318259209
804	0.2317996678
805	0.231757643
806	0.2317184651
807	0.2316626028
808	0.2316208232
809	0.2315784773
810	0.2315555409
811	0.2315323396
812	0.2314874925
813	0.2314600609
814	0.2314233476
815	0.2313763534
816	0.2313481945
817	0.2313253633
818	0.2312739518
819	0.2312075905
820	0.2311853874
821	0.2311267683
822	0.2310694808
823	0.2310485954
824	0.2309962065
825	0.2309189877
826	0.2308694179
827	0.2308314132
828	0.2307966918
829	0.2307408093
830	0.230710119
831	0.2306724931
832	0.2306452594
833	0.230596057
834	0.2305719105
835	0.2305318128
836	0.230509535
837	0.2304530388
838	0.2304228471
839	0.2303867929
840	0.2303403336
841	0.2303212584
842	0.2302928161
843	0.2302561009
844	0.2302335693
845	0.2302058437
846	0.2301556985
847	0.2301118658
848	0.2300927937
849	0.2300763781
850	0.2300327622
851	0.2299857476
852	0.2299424232
853	0.2299026885
854	0.2298727457
855	0.2298414522
856	0.2297925462
857	0.2297546658
858	0.2297236929
859	0.229685035
860	0.2296456114
861	0.2296242285
862	0.2295855853
863	0.2295456904
864	0.2295146448
865	0.2294363585
866	0.2293954618
867	0.2293779449
868	0.2293417873
869	0.2293086738
870	0.2292714083
871	0.2292628428
872	0.229248865
873	0.2292208847
874	0.2291809157
875	0.2291399522
876	0.2290998453
877	0.229060348
878	0.229030601
879	0.2289894105
880	0.2289467316
881	0.2289154184
882	0.2288840008
883	0.2288595303
884	0.22882565
885	0.2288034362
886	0.2287615856
887	0.2287290645
888	0.2287021394
889	0.2286562036
890	0.2286013518
891	0.2285419042
892	0.2285024619
893	0.2284484794
894	0.2284230932
895	0.2283752254
896	0.2283352516
897	0.2282924417
898	0.22826131
899	0.228212606
900	0.2281728635
901	0.2281350973
902	0.2281149185
903	0.228090527
904	0.2280279974
905	0.2279864571
906	0.2279591368
907	0.2279263323
908	0.2279051865
909	0.227865631
910	0.2278262424
911	0.2277698409
912	0.2277398626
913	0.227682599
914	0.2276199583
915	0.2275762978
916	0.2275469981
917	0.2275115091
918	0.2274358811
919	0.2274043864
920	0.2273487857
921	0.2273078174
922	0.2272684832
923	0.2272406706
924	0.2272014091
925	0.2271812613
926	0.2271336873
927	0.227107299
928	0.2270642989
929	0.2270365062
930	0.2269941329
931	0.2269613491
932	0.2269279857
933	0.2268735439
934	0.2268566624
935	0.226814869
936	0.2268064544
937	0.2267752509
938	0.2267361286
939	0.2266996818
940	0.2266709178
941	0.2266315903
942	0.2265646632
943	0.226529181
944	0.2265159791
945	0.2264638574
946	0.2264231266
947	0.2263945861
948	0.2263430893
949	0.2262769625
950	0.2262217382
951	0.2262193743
952	0.226183143
953	0.2261476344
954	0.2261168464
955	0.2260903237
956	0.2260401557
957	0.2259966294
958	0.2259386609
959	0.2259028241
960	0.225860385
961	0.2258261678
962	0.2258001961
963	0.2257651489
964	0.2257276066
965	0.2256938967
966	0.2256556942
967	0.2256187402
968	0.225610182
969	0.2255815818
970	0.225545221
971	0.2255107285
972	0.2254696092
973	0.2254252721
974	0.2253867197
975	0.225354225
976	0.2253240254
977	0.2252806093
978	0.2252510874
979	0.2252125945
980	0.2252001898
981	0.2251733363
982	0.2251445957
983	0.2251082346
984	0.2250763014
985	0.2250473396
986	0.2250223535
987	0.2249904942
988	0.2249664106
989	0.2249337961
990	0.224905331
991	0.2248525342
992	0.2248340183
993	0.22479484
994	0.2247625186
995	0.2247018381
996	0.2246474736
997	0.2246188615
998	0.224556999
999	0.2245403011
